"id","name","date_entered","date_modified","modified_user_id","created_by","description","deleted","assigned_user_id","account_type","industry","annual_revenue","phone_fax","billing_address_street","billing_address_city","billing_address_state","billing_address_postalcode","billing_address_country","rating","phone_office","phone_alternate","website","ownership","employees","ticker_symbol","shipping_address_street","shipping_address_city","shipping_address_state","shipping_address_postalcode","shipping_address_country","parent_id","sic_code","campaign_id"
"17c9c86c-22ce-4ef4-27d2-58084534c54f","Embassy of India","2016-10-19 22:49:00","2016-10-19 22:49:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXH4guptOHFL5BFfbkbPpKIw",,,,,,,,,,,
"17d55706-d858-d33b-bcdb-60e3d495abab","hurix digital","2021-07-05 22:26:00","2021-07-07 23:05:00","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,"0","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,"Engineering",,,,,,,"India",,,,"9zjn2CEEAXH1noXh7rtzq4qgCA+W+dGf",,,,,,,,,,,
"18035bd7-b05c-d175-d6cb-583821588517","RCSE","2016-11-25 06:03:00","2016-11-25 06:03:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXHswXrXlrViNEWpb/Ua02rP",,,,,,,,,,,
"181c575a-0b66-149f-74dd-5bdc3829797f","Tranter India Pvt. Ltd.","2018-11-02 06:12:00","2019-01-18 02:03:00","9c772059-c103-be30-e89e-52b90d9098a7","1b6d6ce2-fd52-fd28-6f91-5ad088884fa8",,"0","74a1dd5e-cb0b-f4bf-42a2-60e2cb12678c",,,,,,,,,,,,,"9zjn2CEEAXEU7qnfNJo47XyUxpzWPSfL",,,,,,,,,,,
"185b0a89-1fe3-35ad-d55b-574eae0a34c9","Parragon Publishing","2016-06-01 04:15:00","2018-12-12 01:25:00","9c772059-c103-be30-e89e-52b90d9098a7","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXGI22YhaWngqykUb4BwhuWHcECewdoW0nVVrFdar6HDjw==",,,,,,,,,,,
"188ca5ae-6ae0-819f-c48c-600aa8af80a9","Innovarip","2021-01-22 04:58:00","2021-01-22 04:58:00","a28ee855-97c3-4039-2733-5f7d551f6048","a28ee855-97c3-4039-2733-5f7d551f6048",,"0","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,,,,,,,,,,,,"9zjn2CEEAXG+wNB1qb30zqWTOyG4vRMR",,,,,,,,,,,
"18ea7936-7c31-cf73-9597-52cf8689e983","Contentech","2014-01-10 00:06:00","2014-06-24 01:13:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0","+ 202 3760-8966",,,,,,,"+ 202 3762-5037",,"XV7FG0ZnKxwxQSJtWTPC5krNiSS2xp8h",,"0",,"10 Abd El Rahman El Rafee Street  Mohandessin ?? Giza ?? Egypt",,,,,,"0",
"1914e236-7531-4187-5f2d-52cf863c415b","Amway India Enterprises Pvt. Ltd.","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0","91-120-309 6555",,,,,,,"91-120-309 6500",,"0GzyT1oMXnesKaYMhXbiKw==",,"0",,,,,,,,"0",
"194dac56-84e3-1b96-6f99-52cf8606fae3","fasttranslator","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,,,"9zjn2CEEAXFYHLzMR5Mr/WlM/+03aEPocJPG7ftCU5k=",,"0",,,,,,,,"0",
"19dd2294-8426-3fed-2f9a-52cf866fc876","UnaLingua e.K. Languages & Technology","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"49 7146 407340",,"TuIyFJy3dBeBZcKdv7O23Q==",,"0",,,,,,,,"0",
"1a3d2bcb-d05c-b7f0-290a-52cf8649f395","AccessCadd","2014-01-10 00:06:00","2014-01-10 00:06:00","1","9c772059-c103-be30-e89e-52b90d9098a7",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"1a8b097b-46bc-25a1-b41a-52cf8664ab5f","National Geographic Channel","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3","Partner",,"0",,,,,,,,,,"9zjn2CEEAXHrJ7AAakjr+LJH2pD3iWFFyh+tpQrFvD2jgENOKQYLEA==",,"0",,,,,,,,"0",
"1ad3955d-02ba-39c4-b7dc-52cf86dbec6f","C-DAC GIST.","2014-01-10 05:36:29","2018-01-24 11:31:22","9c772059-c103-be30-e89e-52b90d9098a7","9b454ffd-8976-c015-340a-52b91354a91f",,"1","9b454ffd-8976-c015-340a-52b91354a91f",,,"0",,,,,,,,"9623189759",NULL,"http://",,"0",,,,,,,,"0",NULL
"1aeeae23-d63b-d593-0588-52f08f148576","TIS","2014-02-04 01:30:00","2014-07-04 01:45:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"1b6551c2-56a2-e729-93ac-52cf8632b346","A-IBS","2014-01-10 00:06:00","2014-01-10 00:06:00","1","1",,"0","52df71cb-82fa-9376-9da7-60e7d74f0e09",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"1bd847e1-d86c-4498-5b27-5425056edc4b","CBG International Sp.","2014-09-26 00:50:00","2018-11-30 05:25:00","af66a9e4-bda3-ca80-8b94-52b90f86f9b6","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXFFTNlCNHa2W9pu5uMaMlGj",,,,,,,,,,,
"1ce7f3e9-67e5-3610-531b-52cf86590997","Karoor Vyasa Bank Ltd","2014-01-10 00:06:00","2015-04-21 06:08:00","af66a9e4-bda3-ca80-8b94-52b90f86f9b6","92d53a2c-17a0-a67b-d83c-52b91402d919",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"1d860875-c231-5a92-2e00-52cf860e9c84","Anand Automotive Ltd","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,,,"9zjn2CEEAXE1aWfDp7rsM/Ql1kx34lt74zTZuS5uVv4=",,"0",,,,,,,,"0",
"1dbfc64f-d3dd-cff0-c199-52cf86695cb6","FBC Translation","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"86-1572 1240 739",,"7pi6no2nrkYi0q+YBRNVNR/0Tr0grRH0",,"0",,,,,,,,"0",
"1dc1c9f3-6aa5-e4e9-2dac-6290b43f97d0","DLM International","2022-05-27 11:24:43","2022-05-27 11:24:43","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,"0","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72","Customer",,,,,,,,,NULL,,NULL,"fYLFbZ7lp6WCvBAxVxovb11UlKn3KdIK",NULL,,NULL,,,,,,,NULL,
"1dcf7119-2654-c8d6-1a08-61f77d98ac29","Crestec India","2022-01-31 00:42:00","2022-01-31 00:42:00","74a1dd5e-cb0b-f4bf-42a2-60e2cb12678c","74a1dd5e-cb0b-f4bf-42a2-60e2cb12678c",,"0","74a1dd5e-cb0b-f4bf-42a2-60e2cb12678c",,,,,,,,,"India",,,,"y0Gy2r3bLMpUC7Vc3Dv/WJo5mH2+2uMzTjQBfXfikJl7wKNQlhmZnQ==",,,,,,,,,,,
"1e123046-89ed-d300-8190-52cf866cfc0b","Unilever Industries Pvt. Ltd.","2014-01-10 00:06:00","2014-01-10 00:06:00","9b454ffd-8976-c015-340a-52b91354a91f","9b454ffd-8976-c015-340a-52b91354a91f",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,,,"KctdOVj2xuY=",,"0",,,,,,,,"0",
"1e42bdb0-b959-d31b-3154-6107b3267e71","SHL","2021-08-02 03:26:00","2021-08-02 03:26:00","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,"0","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72","Customer",,,,,,,,"India",,,,"9zjn2CEEAXF7Pzgavrxn8tpu5uMaMlGj",,,,,,,,,,,
"1e4dd3e1-52d2-52a2-88a8-594b93d24ae7","Samsung","2017-06-22 04:21:00","2017-06-22 04:21:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXHiDUzADodQdfhs0P+uu/Oy",,,,,,,,,,,
"1e4e3ac2-d710-13af-e976-5b0539e8f72c","wordz","2018-05-23 04:21:00","2018-05-23 04:21:00","9dcda0e2-91df-6f88-5b7a-597ad2fd90c2","9dcda0e2-91df-6f88-5b7a-597ad2fd90c2",,"0","74a1dd5e-cb0b-f4bf-42a2-60e2cb12678c",,,,,,,,,,,,,"9zjn2CEEAXFN4UDyPoLYlpZC/KLZRrAIVSldIkO9Hb8=",,,,,,,,,,,
"1e57d142-69ba-b197-b805-52cf86b9d8a9","BI Japan","2014-01-10 00:06:00","2014-01-10 00:06:00","1","1",,"0","52df71cb-82fa-9376-9da7-60e7d74f0e09",,,,,,,,,,,,,"KctdOVj2xuY=",,,,,,,,,,,
"1ed286c8-0b41-443a-36a0-52cf867933f1","Celstream Technologies","2014-01-10 00:06:00","2014-01-10 00:06:00","9b454ffd-8976-c015-340a-52b91354a91f","9b454ffd-8976-c015-340a-52b91354a91f",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"8067404040",,"KctdOVj2xuY=",,"0",,,,,,,,"0",
"1f331578-7b21-a588-a2f8-5fad3d5ce753","Pitchman","2020-11-12 08:21:00","2020-11-12 08:21:00","a28ee855-97c3-4039-2733-5f7d551f6048","a28ee855-97c3-4039-2733-5f7d551f6048","English to Hindi - 61 words Pharma content","0","c60008fb-dc9b-5bf8-4e69-60e2ccaa9f72",,,,,,"Mumbai",,,,,,,"9zjn2CEEAXH+TNYV4lfzWzKCR5QGG0Q7",,,,,,,,,,,
"1f7b05d8-e8f4-b0f7-3414-53ec7e7ad438","Media Images","2014-08-14 03:45:00","2014-08-14 03:45:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXFyuCtr47Om/1swbBwMAxSgSpg6CVPN9PA=",,,,,,,,,,,
"1fd32b8d-2bd6-7590-8dab-5be9113ac3d5","Amazon Web Services","2018-11-12 00:05:00","2018-11-12 00:05:00","9c772059-c103-be30-e89e-52b90d9098a7","9c772059-c103-be30-e89e-52b90d9098a7",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"y0Gy2r3bLMr0VeAdfq7BFMmJbC/wzPlh",,,,,,,,,,,
"1fd52158-935a-07ee-c3c8-52cf8662a3be","Saudisoft","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,,,"KctdOVj2xuY=",,"0",,,,,,,,"0",
"2001a4f4-a05a-f781-a736-52cf86739cc8","Newgen Knowledge Works","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec","This is an active account for translation work. We are in talks with them.","0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0","-24430693",,,,,,,"-43480753",,"9zjn2CEEAXGGHxPYe+DOd4dHX/NjYS+Y","Private","0",,"60/3, Lattice Bridge Road 	2/579, Singaravelan Street 	22/13, Z Block, 11th Street Thiruvanmiyur  	Chinna Neelankarai  	Anna Nagar  Chennai",,,,,,"0",
"20c857ee-47dc-f05a-794c-564b5b34e531","Georgeani","2015-11-17 11:22:00","2015-11-17 11:22:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXE6pJfAvPGU/mOdSK6MIA8j",,,,,,,,,,,
"2122112f-e503-a424-abd6-52cf862b7fe8","Crestec","2014-01-10 00:06:00","2018-05-20 21:15:00","9c772059-c103-be30-e89e-52b90d9098a7","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","74a1dd5e-cb0b-f4bf-42a2-60e2cb12678c",,,"0","+31 (0)20 58 54 646",,,,,,,"+31 (0)20 58 54 640",,"y0Gy2r3bLMpUC7Vc3Dv/WJjvNBom7zCo",,"0",,"Crestec Europe BV Teleportboulevard 110, 1043 EJ Amsterdam The Netherlands",,,,,,"0",
"213f526f-d6cc-ebca-801c-5ab3b04232aa","GatIntl","2018-03-22 08:04:00","2018-03-22 08:04:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,,,,,,,,,,,"9zjn2CEEAXF2h3aNJdzGxFYnV7RDgprT",,,,,,,,,,,
"21863d63-29a6-b453-1b3a-52cf86703033","Andiamo!","2014-01-10 00:06:00","2014-01-10 00:06:00","7767cb6e-8535-d99e-7234-52b9137ef1ec","7767cb6e-8535-d99e-7234-52b9137ef1ec",,"0","c0cbbe23-a6da-1f83-6408-60dc5be1c4c3",,,"0",,,,,,,,"44 (0) 845 034 5677",,"f8kdIj/njrQg7eAyH9Bp6fhP6g0vAcAy",,"0",,,,,,,,"0",
